   r (Ang),     Ga-Ga,     Ga-P ,     Ga-O ,     P-P  ,     P-O  ,     O-O  
   0.52000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.54000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.56000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.58000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.60000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.62000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.64000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.66000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.68000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.70000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.72000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.74000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.76000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.78000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.80000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.82000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.84000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.86000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.88000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.90000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.92000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.94000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.96000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   0.98000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.00000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.02000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.04000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.06000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.08000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.10000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.12000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.14000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.16000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.18000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.20000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.22000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.24000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.26000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.28000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.30000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.32000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.34000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.36000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.429085725448201 ,         0.000000000000000 , 
   1.38000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         2.500432795693754 ,         0.000000000000000 , 
   1.40000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         5.263923940955727 ,         0.000000000000000 , 
   1.42000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         7.084649145341010 ,         0.000000000000000 , 
   1.44000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         9.185630819744491 ,         0.000000000000000 , 
   1.46000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,        11.541942366592933 ,         0.000000000000000 , 
   1.48000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,        12.681414996710430 ,         0.000000000000000 , 
   1.50000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,        13.403689384409383 ,         0.000000000000000 , 
   1.52000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,        13.396793890848947 ,         0.000000000000000 , 
   1.54000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,        12.047159643821098 ,         0.000000000000000 , 
   1.56000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,        11.414124610374502 ,         0.000000000000000 , 
   1.58000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         8.901593726290384 ,         0.000000000000000 , 
   1.60000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         7.750399675588601 ,         0.000000000000000 , 
   1.62000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         6.048172384996177 ,         0.000000000000000 , 
   1.64000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         5.311401563399147 ,         0.000000000000000 , 
   1.66000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         4.608167573217569 ,         0.000000000000000 , 
   1.68000 ,         0.000000000000000 ,         0.000000000000000 ,         2.249551835356745 ,         0.000000000000000 ,         0.281193979419593 ,         0.000000000000000 , 
   1.70000 ,         0.000000000000000 ,         0.000000000000000 ,         3.020783105308443 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.72000 ,         0.000000000000000 ,         0.000000000000000 ,         3.755743799888825 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.74000 ,         0.000000000000000 ,         0.000000000000000 ,         4.718445438671720 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.76000 ,         0.000000000000000 ,         0.000000000000000 ,         5.892879185680355 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.78000 ,         0.000000000000000 ,         0.000000000000000 ,         7.013635118755492 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.80000 ,         0.000000000000000 ,         0.000000000000000 ,         7.838450326855140 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.82000 ,         0.000000000000000 ,         0.000000000000000 ,         8.385917942286458 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.84000 ,         0.000000000000000 ,         0.000000000000000 ,         8.673442677565227 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.86000 ,         0.000000000000000 ,         0.000000000000000 ,         8.258518354529164 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.88000 ,         0.000000000000000 ,         0.000000000000000 ,         7.859193116094351 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.90000 ,         0.000000000000000 ,         0.000000000000000 ,         6.815224904675409 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.92000 ,         0.000000000000000 ,         0.000000000000000 ,         5.597533146802016 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.94000 ,         0.000000000000000 ,         0.000000000000000 ,         4.428347556061070 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.96000 ,         0.000000000000000 ,         0.000000000000000 ,         2.892289993592421 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   1.98000 ,         0.000000000000000 ,         0.000000000000000 ,         1.821957099764115 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   2.00000 ,         0.000000000000000 ,         0.000000000000000 ,         0.793644646941116 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   2.02000 ,         0.000000000000000 ,         0.000000000000000 ,         0.389003419888332 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   2.04000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   2.06000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   2.08000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   2.10000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   2.12000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   2.14000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   2.16000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   2.18000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 , 
   2.20000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.081988201938675 , 
   2.22000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.080517601331712 , 
   2.24000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.079086215345200 , 
   2.26000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.155385324053509 , 
   2.28000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.458013718608719 , 
   2.30000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.600110593364760 , 
   2.32000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.663534585889148 , 
   2.34000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         1.087067758648705 , 
   2.36000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         1.211217204393223 , 
   2.38000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         1.611280239406383 , 
   2.40000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         2.066788197353766 , 
   2.42000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         2.236044543721269 , 
   2.44000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         2.799412651139077 , 
   2.46000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         3.213092204171780 , 
   2.48000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         3.096957437500258 , 
   2.50000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         3.365063398136399 , 
   2.52000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         3.061910087895223 , 
   2.54000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         2.767850006646338 , 
   2.56000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         2.361468638150880 , 
   2.58000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         1.669229915277616 , 
   2.60000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         1.174034537275221 , 
   2.62000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.982752018689862 , 
   2.64000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.797109196255023 , 
   2.66000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.392583855239735 , 
   2.68000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.331496816112393 , 
   2.70000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.272169969723449 , 
   2.72000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.268182203207382 , 
   2.74000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.422850304701352 , 
   2.76000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.625116404991801 , 
   2.78000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.770192896557146 , 
   2.80000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.961690678544115 , 
   2.82000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.948098105335702 , 
   2.84000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         1.082390372375582 , 
   2.86000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         1.358388230407773 , 
   2.88000 ,         0.000000000000000 ,         0.382739231844574 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         1.387429715436580 , 
   2.90000 ,         0.000000000000000 ,         0.754956589768418 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         1.604282753257888 , 
   2.92000 ,         0.000000000000000 ,         1.861625440836552 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         1.489300352669242 , 
   2.94000 ,         0.000000000000000 ,         2.938213522171027 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         1.974112210208658 , 
   2.96000 ,         0.000000000000000 ,         4.710293615758670 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         1.268155973473488 , 
   2.98000 ,         0.000000000000000 ,         5.362246846676823 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         2.100213348281756 , 
   3.00000 ,         0.000000000000000 ,         7.054651744073600 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         2.072303949821620 , 
   3.02000 ,         0.000000000000000 ,         9.049979106318419 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         2.131966231776935 , 
   3.04000 ,         0.000000000000000 ,        10.992360083832892 ,         0.000000000000000 ,         0.000000000000000 ,         0.000000000000000 ,         1.975189702563723 , 
   3.06000 ,         0.000000000000000 ,        11.188174790270754 ,         0.169517799852587 ,         0.000000000000000 ,         0.000000000000000 ,         2.415628647899367 , 
   3.08000 ,         0.000000000000000 ,        11.712639786345164 ,         0.083661712759608 ,         0.000000000000000 ,         0.000000000000000 ,         2.844498233826683 , 
   3.10000 ,         0.000000000000000 ,        12.222682534124024 ,         0.412928463990676 ,         0.000000000000000 ,         0.000000000000000 ,         2.023349473554315 , 
   3.12000 ,         0.000000000000000 ,        12.392605454000307 ,         0.163060598078951 ,         0.000000000000000 ,         0.000000000000000 ,         2.242083223585582 , 
   3.14000 ,         0.000000000000000 ,        10.625341010518197 ,         0.402475038277204 ,         0.000000000000000 ,         0.160990015310882 ,         2.334355222007786 , 
   3.16000 ,         0.000000000000000 ,         8.583765624930088 ,         0.953751736103343 ,         0.000000000000000 ,         0.000000000000000 ,         2.304900028916413 , 
   3.18000 ,         0.000000000000000 ,         6.592548370584058 ,         1.020275343066580 ,         0.000000000000000 ,         0.235448156092288 ,         2.354481560922878 , 
   3.20000 ,         0.000000000000000 ,         4.960304232216996 ,         1.317580811682640 ,         0.000000000000000 ,         0.077504753628391 ,         2.092628347966545 , 
   3.22000 ,         0.000000000000000 ,         2.143258733859071 ,         2.066713779078390 ,         0.000000000000000 ,         0.229634864342043 ,         1.416081663442601 , 
   3.24000 ,         0.000000000000000 ,         2.721703499830843 ,         1.209645999924819 ,         0.000000000000000 ,         0.680425874957711 ,         1.134043124929518 , 
   3.26000 ,         0.000000000000000 ,         0.298712323149967 ,         2.090986262049769 ,         0.000000000000000 ,         0.298712323149967 ,         1.082832171418630 , 
   3.28000 ,         0.000000000000000 ,         0.590161214783942 ,         1.622943340655841 ,         0.000000000000000 ,         0.663931366631935 ,         0.811471670327920 , 
   3.30000 ,         0.000000000000000 ,         0.583029444523162 ,         1.749088333569486 ,         0.000000000000000 ,         0.218636041696186 ,         0.838104826502046 , 
   3.32000 ,         0.000000000000000 ,         0.000000000000000 ,         2.016091603920084 ,         0.000000000000000 ,         0.288013086274298 ,         1.080049073528616 , 
   3.34000 ,         0.000000000000000 ,         0.000000000000000 ,         2.134306238647308 ,         0.000000000000000 ,         0.782578954170680 ,         0.711435412882436 , 
   3.36000 ,         0.000000000000000 ,         0.281196470146892 ,         2.390169996248585 ,         0.000000000000000 ,         0.702991175367231 ,         0.492093822757062 , 
   3.38000 ,         0.000000000000000 ,         0.000000000000000 ,         2.292498090467045 ,         0.000000000000000 ,         1.180983864786053 ,         0.937840127918336 , 
   3.40000 ,         0.000000000000000 ,         0.000000000000000 ,         2.677535459691330 ,         0.000000000000000 ,         1.098476086027212 ,         0.617892798390307 , 
   3.42000 ,         0.000000000000000 ,         0.000000000000000 ,         2.307040282534667 ,         0.000000000000000 ,         1.899915526793255 ,         0.712468322547471 , 
   3.44000 ,         0.000000000000000 ,         0.000000000000000 ,         2.146157450150973 ,         0.000000000000000 ,         2.079090029833755 ,         1.073078725075487 , 
   3.46000 ,         0.000000000000000 ,         0.000000000000000 ,         2.055123841083371 ,         0.000000000000000 ,         2.121418158537673 ,         0.994414761814534 , 
   3.48000 ,         0.000000000000000 ,         0.000000000000000 ,         1.703897144622613 ,         0.000000000000000 ,         2.293707694684287 ,         1.048552088998531 , 
   3.50000 ,         0.000000000000000 ,         0.000000000000000 ,         1.554904361254758 ,         0.000000000000000 ,         2.721082632195827 ,         0.809846021486853 , 
   3.52000 ,         0.000000000000000 ,         0.000000000000000 ,         1.152963928485454 ,         0.000000000000000 ,         2.434034960135959 ,         1.056883601111666 , 
   3.54000 ,         0.000000000000000 ,         0.000000000000000 ,         1.076641094748805 ,         0.000000000000000 ,         2.089950360394739 ,         0.854979692888757 , 
   3.56000 ,         0.000000000000000 ,         0.000000000000000 ,         0.876711307390232 ,         0.000000000000000 ,         1.753422614780465 ,         0.782777953026993 , 
   3.58000 ,         0.000000000000000 ,         0.000000000000000 ,         0.619245027071890 ,         0.000000000000000 ,         1.424263562265347 ,         1.021754294668618 , 
   3.60000 ,         0.000000000000000 ,         0.000000000000000 ,         0.306191828459742 ,         0.000000000000000 ,         1.653435873682605 ,         1.041052216763122 , 
   3.62000 ,         0.000000000000000 ,         0.000000000000000 ,         0.484508557040904 ,         0.000000000000000 ,         1.150707822972146 ,         0.878171759636638 , 
   3.64000 ,         0.000000000000000 ,         0.000000000000000 ,         0.419299061699233 ,         0.000000000000000 ,         1.138097453183633 ,         0.838598123398466 , 
   3.66000 ,         0.000000000000000 ,         0.000000000000000 ,         0.177741038642407 ,         0.000000000000000 ,         1.599669347781666 ,         0.799834673890833 , 
   3.68000 ,         0.000000000000000 ,         0.000000000000000 ,         0.293023875810049 ,         0.000000000000000 ,         1.113490728078186 ,         0.908374015011152 , 
   3.70000 ,         0.000000000000000 ,         0.000000000000000 ,         0.347837543410830 ,         0.000000000000000 ,         1.101485554134294 ,         0.898580320477977 , 
