r(A) ,   X_ray-calc  ,   X_ray_exp_renorm
   2.0000000000000000E-002  ,   -8.0565879434182655E-002  ,   -9.4604412783341363E-002
   4.0000000000000001E-002  ,  -0.15213599844520764       ,  -0.17816077035877090     
   5.9999999999999998E-002  ,  -0.20716062079706474       ,  -0.24137992392975466     
   8.0000000000000002E-002  ,  -0.24075282057227171       ,  -0.27821339828955760     
  0.10000000000000001       ,  -0.25148257654440104       ,  -0.28682398165501277     
  0.12000000000000001       ,  -0.24162080120837362       ,  -0.26989070214629141     
  0.13999999999999999       ,  -0.21679215450924361       ,  -0.23419765015315597     
  0.16000000000000000       ,  -0.18508857228740028       ,  -0.18956831756223555     
  0.17999999999999999       ,  -0.15578096159098545       ,  -0.14731032169334921     
  0.19999999999999998       ,  -0.13783112844762846       ,  -0.11841350991553128     
  0.22000000000000000       ,  -0.13843946827869910       ,  -0.11178518208263409     
  0.23999999999999999       ,  -0.16186073211312391       ,  -0.13280285444347109     
  0.26000000000000001       ,  -0.20868035935716650       ,  -0.18241768193216712     
  0.28000000000000003       ,  -0.27567318722266093       ,  -0.25695721642039304     
  0.30000000000000004       ,  -0.35627542607014689       ,  -0.34866730399521456     
  0.32000000000000001       ,  -0.44160356217944907       ,  -0.44691628257771904     
  0.34000000000000002       ,  -0.52186547293356511       ,  -0.53987836790722121     
  0.36000000000000004       ,  -0.58794357781530526       ,  -0.61643404227677034     
  0.38000000000000000       ,  -0.63289807061346937       ,  -0.66798628708760155     
  0.40000000000000002       ,  -0.65314591323696025       ,  -0.68989952044538339     
  0.42000000000000004       ,  -0.64911800000529807       ,  -0.68232280183347838     
  0.44000000000000000       ,  -0.62527625361146633       ,  -0.65025261338566331     
  0.46000000000000002       ,  -0.58947261902612469       ,  -0.60280937990465655     
  0.48000000000000004       ,  -0.55173760248737580       ,  -0.55182761563867877     
  0.50000000000000000       ,  -0.52268048382615973       ,  -0.50997240114914943     
  0.52000000000000002       ,  -0.51175121889251818       ,  -0.48867652086166730     
  0.54000000000000004       ,  -0.52564369895029550       ,  -0.49622917412397843     
  0.56000000000000005       ,  -0.56710550658251691       ,  -0.53633158697736227     
  0.58000000000000007       ,  -0.63436150246583600       ,  -0.60736804289827306     
  0.59999999999999998       ,  -0.72126532882101113       ,  -0.70253194180393641     
  0.62000000000000000       ,  -0.81817799935018864       ,  -0.81081161902509469     
  0.64000000000000001       ,  -0.91345390953850547       ,  -0.91870063302176896     
  0.66000000000000003       ,  -0.99531088907031429       ,   -1.0123744366082026     
  0.68000000000000005       ,   -1.0537896817364174       ,   -1.0799902029807522     
  0.70000000000000007       ,   -1.0824822958342086       ,   -1.1137342250985642     
  0.72000000000000008       ,   -1.0797340643005564       ,   -1.1112689817558268     
  0.73999999999999999       ,   -1.0490990028873894       ,   -1.0763175274304746     
  0.76000000000000001       ,  -0.99894210995217025       ,   -1.0182547606367143     
  0.78000000000000003       ,  -0.94121876149134487       ,  -0.95073384269599115     
  0.80000000000000004       ,  -0.88959906564425306       ,  -0.88953689125284519     
  0.82000000000000006       ,  -0.85722151350629905       ,  -0.84997594345671335     
  0.84000000000000008       ,  -0.85443543558650958       ,  -0.84425965637523881     
  0.85999999999999999       ,  -0.88691131088904918       ,  -0.87926646211545945     
  0.88000000000000000       ,  -0.95445586696420959       ,  -0.95511870553632505     
  0.90000000000000002       ,   -1.0507688551002108       ,   -1.0648386760145945     
  0.92000000000000004       ,   -1.1642336976081802       ,   -1.1952015451847777     
  0.94000000000000006       ,   -1.2796661594273098       ,   -1.3287064294323294     
  0.96000000000000008       ,   -1.3807800203255232       ,   -1.4463952860963021     
  0.97999999999999998       ,   -1.4529936293156147       ,   -1.5310915324536278     
   1.0000000000000000       ,   -1.4861200757314366       ,   -1.5705337975887235     
   1.0200000000000000       ,   -1.4764730035940630       ,   -1.5598643340928082     
   1.0400000000000000       ,   -1.4279858805023193       ,   -1.5030036483862461     
   1.0600000000000001       ,   -1.3520788620028257       ,   -1.4125964187584439     
   1.0800000000000001       ,   -1.2661965894553697       ,   -1.3084288429769364     
   1.1000000000000001       ,   -1.1911550713556762       ,   -1.2144632332123531     
   1.1200000000000001       ,   -1.1476431974548373       ,   -1.1548742730300057     
   1.1400000000000001       ,   -1.1523905477069221       ,   -1.1496640825846129     
   1.1600000000000001       ,   -1.2146085997457128       ,   -1.2105463065774553     
   1.1799999999999999       ,   -1.3333172369338537       ,   -1.3377996698046513     
   1.2000000000000000       ,   -1.4960757627261192       ,   -1.5186905443947361     
   1.2200000000000000       ,   -1.6794555527615145       ,   -1.7278607777387587     
   1.2400000000000000       ,   -1.8513427046403954       ,   -1.9297966958338457     
   1.2600000000000000       ,   -1.9748781130635613       ,   -2.0831767623333759     
   1.2800000000000000       ,   -2.0135709868093468       ,   -2.1465860454327790     
   1.3000000000000000       ,   -1.9369026831649225       ,   -2.0848340133107035     
   1.3200000000000001       ,   -1.7256081123469647       ,   -1.8749607623138178     
   1.3400000000000001       ,   -1.3758075411747368       ,   -1.5109951264225077     
   1.3600000000000001       ,  -0.90127192603329664       ,   -1.0066475487506799     
   1.3800000000000001       ,  -0.33333095793285311       ,  -0.39537152018215105     
   1.4000000000000001       ,   0.28175227601930009       ,   0.27242033511222752     
   1.4200000000000002       ,   0.88775473605162247       ,   0.93479296841063420     
   1.4399999999999999       ,    1.4252730068508850       ,    1.5257830082550616     
   1.4600000000000000       ,    1.8394683799900766       ,    1.9840159528324954     
   1.4800000000000000       ,    2.0877436183816016       ,    2.2612909738186691     
   1.5000000000000000       ,    2.1462639397223047       ,    2.3299132675966239     
   1.5200000000000000       ,    2.0143357105115300       ,    2.1876633383883877     
   1.5400000000000000       ,    1.7159047829073595       ,    1.8595685429179274     
   1.5600000000000001       ,    1.2978031832889543       ,    1.3960522066789971     
   1.5800000000000001       ,   0.82481019542315603       ,   0.86752604869213612     
   1.6000000000000001       ,   0.37204169639161705       ,   0.35599491214809453     
   1.6200000000000001       ,    1.5575926302084242E-002  ,   -5.5313280788895081E-002
   1.6400000000000001       ,  -0.17749388815016617       ,  -0.29296110261647451     
   1.6600000000000001       ,  -0.15826389429118948       ,  -0.30348510625658287     
   1.6800000000000002       ,    9.6781192186809542E-002  ,   -6.1335749351816411E-002
   1.7000000000000000       ,   0.58160440685229287       ,   0.42657898191181565     
   1.7200000000000000       ,    1.2601367566297768       ,    1.1204686342212515     
   1.7400000000000000       ,    2.0696475839170079       ,    1.9515327743704229     
   1.7600000000000000       ,    2.9276146056404455       ,    2.8297268587708335     
   1.7800000000000000       ,    3.7412639465801418       ,    3.6544771309145427     
   1.8000000000000000       ,    4.4185769685748113       ,    4.3269797259818272     
   1.8200000000000001       ,    4.8793472036909113       ,    4.7624803226919070     
   1.8400000000000001       ,    5.0648495576743500       ,    4.9009103737321444     
   1.8600000000000001       ,    4.9448604346940055       ,    4.7144603733008967     
   1.8800000000000001       ,    4.5211186133832317       ,    4.2110738798517264     
   1.9000000000000001       ,    3.8267944163028411       ,    3.4333933726373247     
   1.9200000000000002       ,    2.9220722987955958       ,    2.4533044884190800     
   1.9399999999999999       ,    1.8864738071192473       ,    1.3628222956950000     
   1.9600000000000000       ,   0.80898026447252380       ,   0.26255754515226781     
   1.9800000000000000       ,  -0.22270339385308488       ,  -0.75067789305143262     
   2.0000000000000000       ,   -1.1323097607299097       ,   -1.5954645060728243     
   2.0200000000000000       ,   -1.8632701552336357       ,   -2.2150357224460078     
   2.0400000000000000       ,   -2.3840439287763582       ,   -2.5830173011731006     
   2.0600000000000001       ,   -2.6899168819970978       ,   -2.7049639589892518     
   2.0800000000000001       ,   -2.8011786278674005       ,   -2.6156079594368702     
   2.1000000000000001       ,   -2.7580988084937985       ,   -2.3723338792288384     
   2.1200000000000001       ,   -2.6135593153301078       ,   -2.0459101425564441     
   2.1400000000000001       ,   -2.4245015834168284       ,   -1.7098676048334378     
   2.1600000000000001       ,   -2.2434729533795661       ,   -1.4300684662209975     
   2.1800000000000002       ,   -2.1114892286765525       ,   -1.2559359331308710     
   2.2000000000000002       ,   -2.0531859750054613       ,   -1.2145306426252052     
   2.2200000000000002       ,   -2.0748493519382891       ,   -1.3082093522240024     
   2.2400000000000002       ,   -2.1654589206713530       ,   -1.5160542801535544     
   2.2600000000000002       ,   -2.3004111380624983       ,   -1.7987007045149965     
   2.2800000000000002       ,   -2.4471939452654388       ,   -2.1056997827876978     
   2.3000000000000003       ,   -2.5720095634427915       ,   -2.3842050194459903     
   2.3200000000000003       ,   -2.6462335969015993       ,   -2.5876138012449172     
   2.3399999999999999       ,   -2.6516669523109870       ,   -2.6828495272859469     
   2.3599999999999999       ,   -2.5837681663254473       ,   -2.6552222164161909     
   2.3799999999999999       ,   -2.4524074850571482       ,   -2.5102131117708457     
